1660228022484228 {"stream":"btcusdt@trade","data":{"e":"trade","E":1660228023422,"T":1660228023414,"s":"BTCUSDT","t":2691833628,"p":"24670.90","q":"0.070","X":"MARKET","m":true}}
1660228022485453 {"stream":"btcusdt@trade","data":{"e":"trade","E":1660228023422,"T":1660228023414,"s":"BTCUSDT","t":2691833629,"p":"24670.90","q":"0.095","X":"MARKET","m":true}}
1660228022518377 {"stream":"btcusdt@trade","data":{"e":"trade","E":1660228023457,"T":1660228023448,"s":"BTCUSDT","t":2691833630,"p":"24670.90","q":"0.073","X":"MARKET","m":true}}
1660228022521731 {"stream":"btcusdt@trade","data":{"e":"trade","E":1660228023460,"T":1660228023452,"s":"BTCUSDT","t":2691833631,"p":"24670.90","q":"0.001","X":"MARKET","m":true}}
1660228022529224 {"stream":"btcusdt@trade","data":{"e":"trade","E":1660228023468,"T":1660228023459,"s":"BTCUSDT","t":2691833632,"p":"24671.00","q":"0.008","X":"MARKET","m":false}}
